"","aptnm","경도","위도","number_of_bus_station","bus_dis","number_of_health_ins","health_dis","number_of_library","library_dis","number_of_park","park_dis","number_of_subway","subway_dis"
"461","두산",127.016217362383,37.5500382701277,141,2.66188757419211e-07,164,4.27127938515413e-07,9,1.66256529561291e-05,3,7.76380884571058e-06,7,4.44719725599857e-06
"462","한신공영",126.888118133469,37.5216371279698,74,1.13779194758605e-07,83,1.55245204281993e-06,4,3.92398259257288e-06,0,0.000315343553038283,5,1.92492687725457e-05
"463","길음뉴타운6단지(래미안)",127.022893664052,37.6062694708825,107,9.57100856779261e-07,142,2.26715640134715e-06,3,2.62243607727803e-05,1,9.95364719821058e-05,2,1.18972516130947e-05
"464","보라매두산위브",126.914425840731,37.497262622131,94,1.57512650794018e-06,106,8.1688079014772e-07,3,7.75043287350406e-06,1,3.92251738920694e-05,3,2.88382138751478e-05
"465","주공19단지(창동 리버타운)",127.0508054847,37.6492614170598,59,1.8074529305926e-06,82,5.65926051076499e-07,7,9.17478242238097e-06,2,3.54018176985353e-06,3,2.20987514650212e-05
"466","가양강나루현대",126.856971359725,37.5607561619781,75,3.02424393255699e-07,106,8.03616705276333e-07,6,1.29873001875168e-05,2,2.75280876799336e-05,0,0.000386012666921612
"467","아크로리버파크",126.992771916234,37.5054572291322,37,1.32279071844458e-05,73,3.70995369773551e-06,0,0.000229121096059779,0,0.000370247064424673,0,0.000139685135570227
"468","사당우성3",126.975650061703,37.4896946254326,77,8.80384653659094e-07,219,5.26725117974391e-07,1,5.39999769171359e-06,1,1.51575127826448e-05,3,4.61168205076246e-05
"469","상도동삼호아파트",126.95743119907,37.4935295589991,70,2.71369455027317e-06,80,4.40585233373975e-06,4,4.26204721976708e-06,0,0.000124150344058204,1,2.27006316483768e-05
"470","송산아파트",127.010468499624,37.592389569798,123,2.21754839488787e-06,155,1.40276986664205e-06,4,1.40276986664205e-06,1,1.28493804035193e-05,2,3.42104489882781e-05
"471","미아1차래미안",127.019405125903,37.6259766933665,111,1.48909206270714e-06,175,8.69188908955716e-07,4,1.3007300059203e-05,0,0.00019832496836494,1,4.16160277376927e-05
"472","우림루미아트",126.901011123046,37.5597255093045,73,1.12484528486025e-06,77,5.5451465856001e-06,5,2.04784918236792e-06,0,0.000204136247395703,3,1.90591891524045e-05
"473","화곡보람",126.854635331277,37.5540389922246,78,2.3042710763625e-07,111,7.80264131328606e-07,5,2.14566603045439e-05,2,5.50030261771896e-05,0,0.000314886183768208
"474","신내6대주",127.091014257029,37.6152619825876,54,1.39373570371063e-06,53,2.81275840038107e-06,2,1.68964674774584e-05,1,2.31767847227986e-05,2,4.88897166369225e-06
"475","한강",127.015130604916,37.5213183876092,27,2.04641231625728e-06,235,1.2117627918993e-05,2,4.17734335844186e-05,0,0.000407238194780305,2,5.09387808438986e-05
"476","신동아",127.098442914101,37.4870725721397,28,3.87461573520456e-06,30,7.66629645122434e-07,1,4.62174390459671e-05,1,4.01186494892781e-05,2,7.47016395362874e-06
"477","마포중동현대",126.906884530156,37.5711389667522,80,2.69110915064447e-07,106,6.56382699793867e-06,5,1.0765737002382e-05,0,0.00018635897920065,5,6.42890027601172e-05
"478","한일유앤아이",126.851154956339,37.5079923546198,103,1.42712460395747e-06,63,8.12065613385537e-06,3,1.05953884763948e-05,2,1.46639854637426e-05,0,0.000147148922820392
"479","남가좌동현대",126.920125943504,37.5749918612212,96,3.98242346361094e-07,88,2.11777551972602e-07,2,3.07148777203894e-06,1,4.34733607671936e-05,1,6.86460177648148e-05
"480","신내6대주",127.091014257029,37.6152619825876,54,1.39373570371063e-06,53,2.81275840038107e-06,2,1.68964674774584e-05,1,2.31767847227986e-05,2,4.88897166369225e-06
"481","율포그레이스빌",126.855663405582,37.4948353453655,93,1.15629871885741e-06,110,4.83507766531707e-06,2,3.55740763695502e-06,1,8.55641991877662e-05,1,8.08784039693771e-06
"482","아크로리버파크",126.992771916234,37.5054572291322,37,1.32279071844458e-05,73,3.70995369773551e-06,0,0.000229121096059779,0,0.000370247064424673,0,0.000139685135570227
"483","건영캐스빌",127.091187076268,37.6025354672198,72,3.45031713770342e-06,126,1.19930510148546e-05,0,0.00016228988655853,1,6.70715563212807e-05,3,1.18250318312947e-05
"484","보문파크뷰자이",127.018477572425,37.5801292275843,91,2.04629975760672e-06,107,1.42623080571379e-05,6,1.34457238583303e-05,1,1.40200196275785e-05,6,1.19694070424896e-05
"485","강서힐스테이트",126.840035331251,37.5467408660411,72,3.75394300128896e-06,188,8.09686779288297e-07,6,5.63119354575736e-06,1,7.95146462724188e-05,2,1.80510392379156e-05
"486","건영2",126.916922731166,37.4708484624297,69,7.77700688216377e-06,60,6.66583650478531e-06,5,2.23204565250779e-05,3,6.93762286656837e-05,0,0.000285459049166263
"487","현대코아",127.044390129883,37.5814403911391,82,1.13212501065561e-07,199,3.21708139231299e-07,0,0.000229713658612531,2,8.72031993814046e-05,3,3.60322473068688e-06
"488","강변",127.012287721629,37.5177496639756,37,4.82673114031297e-06,218,6.66464019896228e-06,1,1.04020753815709e-05,0,0.000565156081066937,3,2.52938021344371e-05
"489","(744-13)",126.886598935526,37.4878181705184,96,2.84197823054939e-06,177,1.58499800777194e-06,5,4.24603408298901e-06,0,0.000709027419482734,3,3.38289988733316e-06
"490","장안현대홈타운(336)",127.074606226438,37.569725659288,75,1.50222581354485e-06,125,9.27284682927329e-08,1,3.1425730614044e-05,0,0.000171694517094865,0,0.000107449627924723
"491","산업인",126.866978558925,37.5047349109946,67,1.08264518658797e-05,59,1.06807013726662e-05,1,1.67664704205206e-05,1,1.58377075877485e-05,2,5.54119845865634e-05
"492","더샵스타시티",127.072632021718,37.5378031898538,51,4.38488480611933e-06,143,3.24236704533987e-06,8,1.58400492352137e-05,0,0.000215011842287891,3,1.44728535466081e-05
"493","롯데캐슬",126.847302166894,37.5185331395679,65,9.89712539620919e-06,124,1.69929624926656e-06,6,4.89474709892143e-05,1,2.25034192662031e-05,1,3.3462599562575e-05
"494","삼성래미안",127.030155293619,37.6009876756256,115,8.0874079923238e-07,132,3.66376808465741e-06,3,1.72663635758296e-05,1,4.31069694163968e-05,1,3.33342028782449e-05
"495","라이프미성",126.903435850976,37.4825102462272,88,1.84786092994391e-06,151,1.46475752053644e-06,2,1.88136742375327e-05,0,0.00011348901702281,1,1.08395837513328e-05
"496","한솔솔파크",127.038842916774,37.6273613072931,131,7.23824430637372e-07,33,1.26520395107314e-06,3,1.24091835208087e-05,2,1.97848331554046e-05,0,0.000169993728581273
"497","쥴리앙",126.843419487096,37.5561037916051,90,3.50321113525976e-06,133,8.01903800275608e-07,5,1.9925421977679e-06,1,5.93805556625772e-06,1,4.12278563072463e-05
"498","주공1",127.070747052227,37.5829871567703,63,2.86549280669135e-06,63,1.97755008130024e-06,0,0.000161589258445895,1,4.64381332138945e-05,0,0.000172275231194217
"499","신공덕1차삼성래미안1아파트",126.955737846962,37.543481366444,119,3.00847289903066e-06,192,1.24000125082212e-06,7,1.6178801193673e-06,1,2.06458714756801e-05,5,1.37452506723099e-05
"500","가양우성",126.854195547538,37.5622291386486,80,4.8583066721875e-07,126,1.25242951032841e-06,5,6.21765151801342e-06,2,3.54711594038907e-05,0,0.000294239638838083
"501","엘에이치강남아이파크",127.101432102834,37.4746603609888,36,6.24455492827587e-07,18,1.10096167158135e-05,3,4.74238753591654e-06,0,0.000205980596234662,0,0.000156319846284542
"502","길음뉴타운4단지(e편한세상)",127.019648869071,37.6120673819839,87,1.5192118523229e-06,129,1.79907607278537e-06,4,1.06835398886185e-05,0,0.000271519398076932,0,0.00010147425825731
"503","중앙하이츠",127.098088211575,37.6034907491923,87,2.47099538417174e-06,128,1.83013617497306e-06,1,3.48137928735361e-05,1,8.3901279712321e-05,1,5.09584423935734e-05
"504","래미안장안2차",127.075387468834,37.5739643441634,72,2.41650782309707e-06,119,2.92965779665831e-06,1,4.91395321425035e-05,0,0.000163478744509464,0,0.000124889927218434
"505","관악산벽산타운5",126.918442104095,37.4479160600139,38,1.76361338268998e-06,29,5.96518033638598e-06,2,1.80348828488594e-05,0,0.000209309698623915,0,0.000425426611521157
"506","브라운스톤태릉",127.08242725632,37.6187414214185,91,9.57125293241288e-07,113,3.67001622606975e-06,3,7.38312020855852e-06,0,0.000104827942998935,5,5.92642036823193e-06
"507","목동신시가지12",126.86113248111,37.5130367922481,94,2.26718681913245e-06,107,1.59950891995782e-06,6,3.99685729080475e-06,1,8.38409596237643e-05,1,2.09966342920427e-05
"508","신림큐브",126.932054229593,37.4855860298558,102,1.93869740118922e-06,165,6.82705218499372e-07,8,6.92180936076398e-06,1,8.72187371708396e-05,1,7.97292911099176e-06
"509","인왕산한신휴플러스",126.947368473304,37.585252170243,64,2.27019846464185e-07,119,8.05999955861815e-09,5,4.72689129206215e-06,1,9.90336908298916e-05,2,1.77315683809495e-05
"510","길훈엔트런스빌",126.83555287572,37.5315747668287,49,2.94510290063351e-06,102,3.65854609958102e-06,6,1.74405626682067e-05,1,3.96996891387436e-05,0,0.000125235230464441
"511","DMC파크뷰자이1단지",126.917837154419,37.5722579341307,99,4.18408116165609e-06,97,4.45155534934168e-06,4,4.81259098681639e-06,1,3.67883359308998e-05,1,2.22770698562078e-05
"512","서울숲푸르지오",127.022319305844,37.5449832114937,108,2.37997855643156e-06,93,6.57068026873035e-06,6,4.78650514702088e-06,2,3.25494749312649e-06,4,3.29985761322883e-05
"513","마곡엠밸리10단지",126.819324926861,37.5592888195573,84,2.04020701698925e-06,79,4.58456950769262e-07,2,6.51400646306657e-05,0,0.000448629338875114,2,3.16335736470978e-05
"514","흥양훼미리",126.833966124008,37.5375471668207,61,1.45587638669515e-06,151,3.68722534829061e-06,6,2.09772311736897e-05,0,0.000106405351073743,1,5.77804876915957e-05
"515","고덕 아이파크",127.155240395295,37.5589302752302,46,1.75275353370398e-06,61,1.96958367036111e-06,1,1.57295768552971e-05,1,6.47061569161545e-05,1,1.65252733170783e-05
"516","동원베네스트",126.943949771598,37.5989341410052,71,1.13438759441138e-06,56,7.22312334854989e-06,5,3.24781726664252e-05,0,0.000355420281313124,1,7.08777243995873e-05
"517","장미1",126.99803903696,37.5341620411405,63,7.80368195069221e-07,58,1.04953465171588e-06,4,5.44666203951198e-06,0,0.000314003773783598,2,1.61215753524025e-05
"518","부영",126.843641011129,37.5635578457422,94,1.1906809143552e-06,134,6.64466719461327e-09,6,2.81646409380629e-06,1,8.93632421420121e-05,1,6.39997954576215e-05
"519","까치마을",127.087618357538,37.4847340598121,50,2.73105604724605e-06,48,1.60107803579621e-06,3,3.13323371151013e-06,2,3.18041053284798e-05,1,1.17478833614299e-05
"520","남광아파트",126.843909851588,37.529572641925,60,7.49587567398817e-07,139,9.30585439287551e-06,5,6.2487530342785e-06,0,0.000183395281466325,2,1.24845560842415e-05
"521","신내6대주",127.091014257029,37.6152619825876,54,1.39373570371063e-06,53,2.81275840038107e-06,2,1.68964674774584e-05,1,2.31767847227986e-05,2,4.88897166369225e-06
"522","동고",127.023567246461,37.4713573571914,28,4.41431984563224e-06,25,1.02185027073523e-06,0,0.000106344024814268,1,6.20139287399806e-05,0,0.000235796577303213
"523","은평뉴타운상림마을(롯데캐슬A-2)",126.924926304623,37.6451953957895,24,1.84609390376688e-06,28,5.49362439344934e-07,3,1.706114752551e-05,1,9.93784616340004e-05,0,0.000110776564279381
"524","까치마을",127.087618357538,37.4847340598121,50,2.73105604724605e-06,48,1.60107803579621e-06,3,3.13323371151013e-06,2,3.18041053284798e-05,1,1.17478833614299e-05
"525","은성마을 승윤노블리안",126.827969375308,37.5408475924845,47,2.15470342337622e-06,48,1.46884075625784e-06,4,5.99404266930644e-06,0,0.000175515989210589,0,0.000134491122713292
"526","마곡13단지힐스테이트마스터",126.818287770104,37.5577909438278,80,1.30199349192851e-06,78,4.18175881628205e-06,2,6.58210377640944e-05,0,0.000506965362926417,2,4.93283657642716e-05
"527","서울숲푸르지오",127.022319305844,37.5449832114937,108,2.37997855643156e-06,93,6.57068026873035e-06,6,4.78650514702088e-06,2,3.25494749312649e-06,4,3.29985761322883e-05
"528","(794-17)",126.888207110341,37.485718282904,109,1.70210652529584e-06,179,7.79854125831556e-07,4,5.89695212720875e-06,0,0.000583526510953228,3,9.31553881329175e-07
"529","신림푸르지오",126.910484296891,37.4791218767665,99,4.22932229096817e-06,136,2.64911675510634e-06,5,1.91943870466689e-05,2,3.46218986822617e-05,1,7.84122319653519e-05
"530","(739-29)",126.885847437021,37.4882076731551,100,1.04419279623704e-06,170,7.53349766038232e-07,5,3.29801026246384e-06,0,0.00068689006124192,3,6.51930554775613e-06
"531","신대방",126.927228428735,37.4967249220654,109,1.48060765096364e-06,168,1.72857241625169e-06,2,4.37065094618143e-05,1,9.92023655367278e-05,2,9.45775798700573e-06
"532","(1101-1)",126.900555035603,37.4869194626454,98,4.91581285657566e-06,202,6.15708579972798e-06,2,3.91813375711671e-05,0,0.000253400477734585,3,3.95242362472558e-06
"533","화성두산아파트",127.095137479055,37.6136323565234,61,1.31147886721972e-06,56,3.89280713141438e-06,1,7.00926402529548e-05,1,1.66523125936026e-05,3,3.11592379928118e-05
"534","현대웰하임(201동)",127.146005135455,37.5411751028327,61,1.20955548354479e-06,163,6.30519271662549e-07,1,1.58323174811261e-05,3,6.98496910518002e-05,2,2.78736902728837e-05
"535","태영",126.864090588329,37.5557025027625,52,4.6501304511048e-07,123,3.88608903883799e-07,6,1.40942312286484e-05,2,1.2184457969293e-05,0,0.000717137187911015
"536","현대연예인",126.877113407262,37.492986322182,64,1.01848967046716e-06,80,8.61831881070426e-08,2,4.94137344097245e-05,0,0.000299038660411497,1,6.7268567578671e-05
"537","신성",126.905114144273,37.5897706432631,55,1.086260386553e-06,48,3.10170732079454e-05,8,1.00006457342178e-05,1,3.21589364408994e-05,2,5.46435607062994e-05
"538","엘에이치강남아이파크",127.101432102834,37.4746603609888,36,6.24455492827587e-07,18,1.10096167158135e-05,3,4.74238753591654e-06,0,0.000205980596234662,0,0.000156319846284542
"539","삼두",126.923858052485,37.514320688342,79,1.69701408090784e-06,145,3.23013819993933e-06,4,1.59917197886112e-05,2,3.92535241048914e-05,4,7.35959547076828e-06
"540","현대I-PARK",127.05661103942,37.5474076014004,58,2.12309521787487e-06,68,1.28943633161914e-06,4,2.52690504046747e-06,1,2.44381810085735e-05,2,9.23005467542418e-06
"541","금호타운2",127.053139934662,37.5435838427771,74,3.2184897651562e-06,82,2.58099401263081e-06,5,1.43223872264744e-05,1,2.05837597341031e-06,3,8.84131011011629e-06
"542","굿이모션(1103-3)",126.848866569983,37.5528502716358,92,6.91973388895121e-07,85,2.80777887381687e-07,5,2.53105637460472e-06,1,1.7284297542522e-05,0,0.00016193831252255
"543","길음뉴타운3단지푸르지오",127.016442073865,37.6101143477321,116,1.70665162675711e-06,121,1.51105790062119e-06,4,8.46960202823558e-06,0,0.000261289920001384,0,0.000116211030548636
"544","돈암2-1삼부",127.023775903506,37.6027726439023,104,1.79190243745197e-07,111,7.56430372313296e-07,2,5.7257769917748e-05,1,4.05828140484325e-05,1,1.946174925891e-06
"545","관악드림(삼성)",126.950619822698,37.489767905811,98,3.42153172525948e-06,205,1.01287630725515e-06,10,6.11818350788403e-06,0,0.000152161900265392,2,4.92561379968742e-05
"546","신도림태영타운",126.888628588877,37.506076648181,90,1.35006844481549e-06,109,2.51551159502591e-07,5,5.85907804848112e-05,0,0.000393200657773057,4,1.40240537398345e-05
"547","월드",126.87587667391,37.5055505446716,56,5.63013228201749e-07,53,9.12858309979419e-07,3,3.46553644849528e-06,1,5.55532853123463e-05,2,4.35785857538441e-05
"548","가람",127.085380414816,37.4824347030678,40,1.41631674753642e-06,46,5.243757012355e-07,3,2.10044914224091e-06,2,2.72663018525259e-05,1,3.06235908480583e-06
"549","은평뉴타운 우물골(두산위브8단지)",126.931505396793,37.6362983935995,24,3.75614686356297e-06,8,4.98350297091378e-05,7,3.52595819366695e-06,0,0.00010312650298328,0,0.000161977300248001
"550","동신",127.061266120643,37.617552477555,102,1.63814703356083e-07,85,2.60218857332552e-06,7,8.56419194185984e-06,0,0.000322239512412084,4,2.42364966449288e-05
"551","반포리체",127.013532527704,37.5037456658496,59,1.24495011224123e-06,243,3.03835977702177e-06,1,2.57526324843913e-06,0,0.000900169517052121,4,2.39117706132112e-05
"552","한남동리첸시아",127.007899663322,37.5344707464089,47,6.53493258012935e-07,38,2.61752601912148e-07,1,5.84066717060847e-05,0,0.000259729889416568,2,2.7285294394516e-05
"553","삼성동롯데아파트",127.048677389062,37.5177638788675,52,7.69602038131179e-07,332,1.06421923992342e-06,3,6.77798435304401e-06,2,2.69432325035919e-05,6,2.91018884289021e-05
"554","동부",126.929237392735,37.4805264748276,82,1.50683479099707e-06,138,1.57504625825003e-06,7,5.82886144803302e-07,0,0.000225259274452001,1,1.362798777465e-05
"555","풍림1",127.12640738707,37.4955836328269,76,8.96781229768044e-06,169,1.48798904504367e-06,2,8.9523499205885e-05,1,8.9139519668573e-05,6,4.47580200244428e-06
"556","한신",126.873658696219,37.4964979544664,46,6.70500570587111e-07,41,9.19914516838529e-07,0,0.000118164819148022,0,0.000159722968899277,1,1.65317379025331e-05
"557","돈암2-1삼부",127.023775903506,37.6027726439023,104,1.79190243745197e-07,111,7.56430372313296e-07,2,5.7257769917748e-05,1,4.05828140484325e-05,1,1.946174925891e-06
"558","목동청구한신아파트",126.881654577667,37.5414580717709,45,1.69533635814591e-06,62,1.00552018903232e-06,2,1.8615627170791e-05,2,1.34231693281137e-05,0,0.000272658023598872
"559","엘에이치강남아이파크",127.101432102834,37.4746603609888,36,6.24455492827587e-07,18,1.10096167158135e-05,3,4.74238753591654e-06,0,0.000205980596234662,0,0.000156319846284542
"560","대우",127.037531292722,37.6423706175541,89,7.37375900814802e-07,112,9.58971631146873e-08,7,4.54050442889159e-06,2,4.0152032845864e-05,1,4.71451045684529e-05
"561","가우디캐슬",127.061821018063,37.5625230974171,40,3.71961983685275e-07,102,6.52475089038377e-07,1,4.21211921190114e-05,0,0.000158606189214545,1,7.04449630624564e-06
"562","경원로얄시티",126.963738548337,37.4790649859918,76,1.54840947531493e-07,127,2.58443235639753e-06,10,4.10719489151531e-06,1,3.05672931880743e-05,2,4.59410188233008e-06
"563","DMC래미안e편한세상",126.910550761779,37.5726489857162,88,1.29662525933361e-06,112,3.13175751544502e-06,6,3.13172114589125e-06,0,0.000167561146756755,1,3.47114726370872e-05
"564","이화우성",126.893880128121,37.4898358033032,100,1.04955008213474e-06,205,4.98057994541485e-07,5,2.09916413327507e-05,0,0.000497930903720402,4,1.38236833482563e-05
"565","서강GS",126.931098399949,37.5439771831853,79,3.72944804691433e-06,44,3.03468947008404e-06,1,1.50589749380852e-05,1,6.45332503008414e-05,3,1.27155552215983e-05
"566","상도2차갑을명가",126.935245916317,37.4935684967854,131,2.76674819819332e-07,173,1.71661485352265e-05,3,3.20417184263697e-05,1,1.25081153635977e-05,1,8.92018231934425e-05
"567","현대2차(10,11,20,23,24,25동)",127.027925536556,37.5330267381014,16,2.80281004718886e-05,389,7.73865064268123e-07,1,5.10093471768627e-05,0,0.000120215906075584,1,4.03972952118679e-05
"568","애오개아이파크",126.956008539429,37.5538365545782,92,1.22956106023172e-06,142,1.22309623581044e-06,5,1.51015687779871e-06,2,8.93817982807016e-05,4,4.82985597571507e-07
"569","봉천우성",126.959527564225,37.4849781107912,81,1.21058848652487e-06,170,1.78381210976332e-07,11,1.64251592320511e-06,1,2.08211708347865e-05,2,6.32020871431026e-05
"570","대림1",126.880590578918,37.5058449867495,66,2.876811434684e-06,104,3.09036967887407e-06,2,3.74772725692667e-06,0,0.000141930762029115,3,9.20495226846091e-06
"571","한진(609-1)",127.010321322145,37.5941783218836,130,1.13847444113982e-07,164,2.46303148515793e-06,4,2.46303148515793e-06,1,6.49816766341197e-06,2,3.7904927940934e-05
"572","방배우성",126.982576685314,37.474408252473,44,2.95373363918474e-07,91,5.35774463082684e-07,1,2.22546066907409e-05,0,0.000202165868101035,2,6.62328694909731e-06
"573","한신",127.075465206913,37.5875052368198,75,1.10021088732608e-06,75,1.7689883363011e-06,2,5.65594424409358e-05,0,0.000167104186451556,1,5.58664085009047e-05
"574","진흥엣세벨",126.900295145391,37.5853704589019,36,2.48581182622031e-07,37,1.60954010689965e-06,5,3.28160767354365e-05,0,0.000144972127118078,4,4.167970678405e-05
"575","우림루미아트2",127.04355364093,37.5021444429171,63,8.89800517624672e-07,329,1.27837837489299e-06,1,4.76411999366683e-05,0,0.000142181011328914,5,3.14430498992363e-05
"576","약수하이츠",127.014263668771,37.5547365066187,100,7.2689070584394e-06,142,2.56597624934426e-07,10,5.42398926834853e-06,2,4.96301293198265e-05,7,1.448658411896e-05
"577","미성",126.876471231181,37.5073342560063,60,1.77845824385939e-06,57,1.37467675730471e-06,3,1.0647665616261e-06,1,5.78729337853873e-05,3,4.8252246536456e-05
"578","순영웰라이빌",126.913300291532,37.5165365466665,67,4.26257107842546e-06,134,8.18866580318837e-06,6,1.92570398845582e-05,2,8.20056838627119e-06,3,1.13072641421362e-05
"579","마포래미안푸르지오2단지",126.953656665391,37.555593231083,89,3.81879942061374e-06,138,1.92381598670051e-06,4,1.58807420849768e-05,0,0.000135055380141612,3,8.76053985203144e-06
"580","마포래미안푸르지오2단지",126.953656665391,37.555593231083,89,3.81879942061374e-06,138,1.92381598670051e-06,4,1.58807420849768e-05,0,0.000135055380141612,3,8.76053985203144e-06
"581","레이크팰리스",127.094277269984,37.5092678396302,46,5.22312777357021e-06,196,2.03008871820895e-06,1,4.00827628780795e-06,1,2.16363759881588e-05,5,5.79111480138569e-05
"582","영등포푸르지오",126.90238989779,37.5115335007356,110,1.17176935320153e-06,164,5.30347196691336e-08,5,3.44952098239524e-05,1,8.35558795004295e-05,1,4.30409674410767e-05
"583","마포래미안푸르지오2단지",126.953656665391,37.555593231083,89,3.81879942061374e-06,138,1.92381598670051e-06,4,1.58807420849768e-05,0,0.000135055380141612,3,8.76053985203144e-06
"584","현대",127.089787282993,37.5762581128666,53,1.44767857827454e-06,92,1.36894125463489e-05,1,9.6755474429967e-05,2,1.00140659797236e-05,2,1.7201111098081e-05
"585","리센츠",127.088417185047,37.5127510583527,33,2.40310385569533e-06,248,2.48415293444077e-06,2,3.62865864913385e-05,0,0.000131526114819759,3,7.60456019814714e-06
"586","잠실엘스",127.081460737023,37.5129324772866,21,3.94696889368426e-06,186,2.2161068882458e-06,1,1.6274873572113e-06,1,3.37988163925103e-05,4,5.43802796997132e-06
"587","미성",126.876471231181,37.5073342560063,60,1.77845824385939e-06,57,1.37467675730471e-06,3,1.0647665616261e-06,1,5.78729337853873e-05,3,4.8252246536456e-05
"588","두산위브트레지움",127.01693069632,37.6177643032662,100,2.04902062433281e-06,96,4.05829062353345e-06,5,2.13620146418833e-05,0,0.000301798445353348,0,0.00015674012693719
"589","남산 롯데캐슬 아이리스",126.981925536214,37.5582562719927,78,8.1841921035289e-07,250,3.30361724093163e-08,3,7.54394409493161e-06,0,0.000112459569920862,6,1.44715990049878e-05
"590","독립문삼호",126.958448523035,37.5703105389329,97,1.14286912952345e-06,70,2.6552606636472e-06,5,8.71351463801691e-06,1,1.51929481314468e-05,2,1.77838989662277e-05
"591","청계천대성스카이렉스1",127.02391225637,37.5719992994833,84,1.33131283260837e-06,164,3.00133652330957e-08,7,3.52390225113465e-06,1,5.67706956833538e-05,7,1.11161279528044e-05
"592","한진한화그랑빌",127.068568020687,37.6178028996422,102,2.01620878756919e-06,114,3.23507540656438e-07,7,2.81541867646068e-05,0,0.000148640006013175,6,1.55886867983102e-05
"593","남산 롯데캐슬 아이리스",126.981925536214,37.5582562719927,78,8.1841921035289e-07,250,3.30361724093163e-08,3,7.54394409493161e-06,0,0.000112459569920862,6,1.44715990049878e-05
"594","낙성대현대홈타운",126.963489269299,37.4806628489654,78,1.00133257358074e-06,168,9.23679859294833e-06,12,1.29495120923029e-05,1,1.57136141872924e-05,2,1.39758226567108e-05
"595","동아1",126.882952214932,37.5110419107731,75,1.15371151402785e-06,88,2.32454127449202e-06,5,1.62001515779758e-05,0,0.000205063593955201,5,1.00690327312109e-05
"596","삼현팰리채",126.873695190425,37.5505356760612,44,2.64605310739849e-07,121,8.70056153648076e-08,4,1.03665915949609e-05,2,7.74891381830352e-05,0,0.00068670241276019
"597","한화진넥스빌",127.044242152066,37.5019559669632,65,8.83022136796498e-07,327,1.05978795198232e-06,1,4.17679454565619e-05,0,0.000136192372027852,5,2.57129531932976e-05
"598","관악드림(동아)",126.950619822698,37.489767905811,98,3.42153172525948e-06,205,1.01287630725515e-06,10,6.11818350788403e-06,0,0.000152161900265392,2,4.92561379968742e-05
"599","동아3",126.877425235008,37.5501995704814,45,1.33809930888781e-06,63,3.45118895171509e-09,3,2.50542215580602e-05,1,5.32087558098178e-05,0,0.00067296898516638
"600","마포래미안푸르지오2단지",126.953656665391,37.555593231083,89,3.81879942061374e-06,138,1.92381598670051e-06,4,1.58807420849768e-05,0,0.000135055380141612,3,8.76053985203144e-06
"601","우성2",126.88548066605,37.5121774916784,81,2.33381324822457e-07,99,1.40720849547523e-06,5,4.32193857348004e-05,0,0.000290160461732894,5,1.18315557372406e-05
"602","원효",126.961576811432,37.5350244616566,99,3.42057328402425e-07,73,5.91606002335997e-09,3,3.13945649505552e-05,0,0.000106946661077976,4,1.82428415595127e-05
"603","텐즈힐(2구역)",127.025374102832,37.5693369136369,83,5.77306104098811e-07,147,9.76629531692675e-07,9,2.16371605206625e-06,0,0.000107444120728309,6,3.45985923388805e-05
"604","관악미래가",126.963731307974,37.4793085265727,76,1.48981141421428e-07,127,3.38686584063961e-06,10,5.13586894408461e-06,1,2.79434950460523e-05,2,5.69328862166653e-06
"605","쌍문동삼성래미안",127.027981235585,37.6468371040696,103,1.16547824932297e-06,154,1.18185140811543e-06,4,4.44302234218447e-06,1,4.05190015312315e-05,2,4.53681796122817e-05
"606","동아3",126.884199706954,37.5095494557989,75,7.67263816156438e-07,101,1.04362116790259e-06,5,1.61361600370804e-05,0,0.000235423550110707,5,2.3918667373588e-05
"607","두산",127.014287420294,37.5742176646077,72,1.70412146116834e-06,156,9.516861676683e-07,7,1.03100665299378e-05,2,1.74737239176819e-05,7,4.52831618729832e-06
"608","엘르빌",126.99977003417,37.4809335666955,80,2.11737476691714e-06,86,2.01912247259742e-06,1,6.25061609844888e-06,0,0.000196847338058439,2,4.69017673106133e-06
"609","삼성래미안",126.955316835387,37.5382964045291,128,2.51483346125533e-08,189,2.33051855429712e-07,7,5.56780949392818e-06,1,6.94115186645568e-05,6,2.87461751782283e-05
"610","e편한세상신촌1단지",126.95015386072,37.5582659643519,78,1.52911561995868e-06,117,2.46144240035532e-06,4,3.84179290951107e-05,0,0.000233553011430034,4,2.13334461946352e-05
"611","아크로리버",127.092835806633,37.5360517267301,52,8.5716693420594e-07,145,8.12060397044583e-07,5,4.49260240742566e-06,0,0.00031201774987285,2,4.83421123062453e-06
"612","프리우스",126.996942950674,37.4919393425261,78,5.59726166527009e-06,112,7.43893154710739e-06,1,6.8122886096031e-05,0,0.000544660052948285,1,3.34463742583615e-05
"613","역삼푸르지오",127.046780606935,37.4977533273856,60,3.11623238966788e-06,286,1.52865131729432e-06,1,3.55664641374438e-06,1,5.84142703595985e-05,3,3.96272378483514e-05
"614","한강로대우아이빌",126.969090683958,37.5315404241507,58,1.0739493297745e-06,69,1.57925518118994e-06,1,1.15665386906467e-05,0,0.000271432150118975,5,7.35053622275019e-06
"615","두산",126.950146932156,37.5591524524318,73,4.45581354258465e-07,114,6.68490321017513e-07,4,4.75663266693181e-05,0,0.000238532381124354,4,2.47977256977193e-05
